iter	Logloss
197	0.4408911811
198	0.4408415081
199	0.4406522129
200	0.4405234105
201	0.4403933093
202	0.4402624499
203	0.440150411
204	0.4401026107
205	0.439964773
206	0.4397820746
207	0.4397154534
208	0.439621504
209	0.4395117144
210	0.4393848809
211	0.4392998689
212	0.4392380356
213	0.439153951
214	0.4390898998
215	0.4390194557
216	0.4389352673
217	0.438887217
218	0.4387083006
219	0.4385317348
220	0.4384659659
221	0.4384147508
222	0.4383532033
223	0.4382376148
224	0.4382311317
225	0.4380322823
226	0.4380091988
227	0.4379727543
228	0.4378970278
229	0.4378751509
230	0.4378290703
231	0.4377986015
232	0.4377222532
233	0.4376747759
234	0.4376608157
235	0.437500573
236	0.4374342281
237	0.4372844898
238	0.4372464369
239	0.4372083465
240	0.4370856421
241	0.4370169365
242	0.4369691755
243	0.436877386
244	0.4368508518
245	0.4366866371
246	0.4366274363
247	0.4365595821
248	0.4364997234
249	0.4364711492
250	0.4363871004
251	0.4363405718
252	0.4363372218
253	0.4362938435
254	0.4362520916
255	0.4361953745
256	0.4361505331
257	0.4361151921
258	0.4360619547
259	0.4360099853
260	0.4359946697
261	0.435964368
262	0.4359508372
263	0.4359021069
264	0.4358724397
265	0.4357385724
266	0.4356046816
267	0.4355639748
268	0.4355275314
269	0.4354953065
270	0.435479466
271	0.4354769825
272	0.4354318884
273	0.4353064115
274	0.4351993822
275	0.4351601035
276	0.4351366174
277	0.4350928686
278	0.4350267623
279	0.4349692444
280	0.4349410612
281	0.4349410611
282	0.4348856853
283	0.4348392275
284	0.4347885616
285	0.4346777859
286	0.4346535027
287	0.4346144944
288	0.434592738
289	0.4345284003
290	0.4344712693
291	0.4343769769
292	0.4342598671
293	0.4342434763
294	0.4342256771
295	0.4341735925
296	0.4341220165
297	0.4340866258
298	0.4340126594
299	0.4339648032
300	0.4339134253
301	0.4338919016
302	0.4338339416
303	0.4337221956
304	0.4336476458
305	0.4335873326
306	0.4335285695
307	0.4334947768
308	0.4334523139
309	0.4334078013
310	0.4333583523
311	0.4333400573
312	0.4332197234
313	0.4331830312
314	0.4331568884
315	0.4330710286
316	0.4329550962
317	0.4328957711
318	0.4328659711
319	0.4328177135
320	0.4327266019
321	0.4326593622
322	0.432559007
323	0.4325169978
324	0.4324489999
325	0.4324097526
326	0.4322854855
327	0.4322639677
328	0.4322378618
329	0.4322027249
330	0.4321753528
331	0.432142107
332	0.4320635428
333	0.4320048947
334	0.4319743874
335	0.4319285615
336	0.4318215501
337	0.4317843089
338	0.4317321968
339	0.4317243336
340	0.431673932
341	0.4315340149
342	0.4314874298
343	0.431359186
344	0.4312896923
345	0.4312576746
346	0.4311642112
347	0.4311067631
348	0.4310241561
349	0.4309421406
350	0.4309146319
351	0.4307629208
352	0.4307124794
353	0.4306556461
354	0.430638641
355	0.4306054387
356	0.4305677569
357	0.4305180716
358	0.4304875193
359	0.4304801075
360	0.4304200226
361	0.4303761888
362	0.4303201056
363	0.4302101324
364	0.430069597
365	0.4299925952
366	0.4299621573
367	0.429916251
368	0.4298740001
369	0.4297889804
370	0.4297254949
371	0.4296792385
372	0.4296085551
373	0.4295656636
374	0.4294588085
375	0.4293943862
376	0.4293687938
377	0.4293408823
378	0.4292416589
379	0.4292052307
380	0.4291731375
381	0.4291389699
382	0.4290552292
383	0.4290219842
384	0.4289443663
385	0.428911804
386	0.4288780245
387	0.42881645
388	0.4287548361
389	0.4286534629
390	0.4286208101
391	0.4285555675
392	0.4285229707
393	0.4283984492
394	0.4283436814
395	0.4282545192
396	0.4281937945
397	0.4281434609
398	0.4281106754
399	0.4280697266
400	0.4280226289
401	0.4279967364
402	0.4279586496
403	0.4279181302
404	0.4278736341
405	0.427830627
406	0.4277420723
407	0.4277177228
408	0.4276806933
409	0.4276152407
410	0.4275673074
411	0.4275369022
412	0.4275090094
413	0.4272996394
414	0.4272646227
415	0.4271294919
416	0.4270517891
417	0.4270038948
418	0.4269328473
419	0.4268987488
420	0.4268607348
421	0.4267039
422	0.4265933575
423	0.4265713665
424	0.4265162973
425	0.4264836599
426	0.4264610497
427	0.426372096
428	0.4263355243
429	0.4263113755
430	0.4262773328
431	0.4262276746
432	0.4261525951
433	0.4261238754
434	0.4260536629
435	0.4260343926
436	0.425994905
437	0.4259068986
438	0.4258778139
439	0.4258411969
440	0.4258230763
441	0.4257763284
442	0.42572541
443	0.425700656
444	0.4256628507
445	0.4256399548
446	0.4256017348
447	0.4255652557
448	0.4254763231
449	0.4254579616
450	0.4254352438
451	0.4254219503
452	0.425394509
453	0.4253267795
454	0.4252585055
455	0.4252141183
456	0.4251865032
457	0.4251436302
458	0.4250917093
459	0.4250726973
460	0.4249913566
461	0.4249499455
462	0.4249139389
463	0.4248110429
464	0.424769763
465	0.4247173604
466	0.4246625155
467	0.4245970247
468	0.424517985
469	0.4244746151
470	0.4244412376
471	0.424419406
472	0.4243789017
473	0.4242879451
474	0.4242272898
475	0.4241748592
476	0.4241552927
477	0.4241142875
478	0.4240743313
479	0.4240458826
480	0.4240069198
481	0.4239741127
482	0.4239534921
483	0.4239382832
484	0.4238869714
485	0.4238599507
486	0.4237836613
487	0.4237174169
488	0.4236390725
489	0.4236029843
490	0.4235169756
491	0.4234857464
492	0.423471292
493	0.4234567432
494	0.4234275531
495	0.4233961883
496	0.4233534777
497	0.4233154759
498	0.4232990919
499	0.4232740376
500	0.4232490763
501	0.423170229
502	0.4230977732
503	0.4230498919
504	0.4230113653
505	0.4229831434
506	0.4229188162
507	0.4228902434
508	0.4228579349
509	0.4228290992
510	0.4228133484
511	0.4227583086
512	0.4227267359
513	0.4226966679
514	0.4226756657
515	0.4226512088
516	0.4225817696
517	0.4225313435
518	0.422510154
519	0.4224626112
520	0.4224296831
521	0.4223704156
522	0.422332141
523	0.4222936528
524	0.4222588333
525	0.4222239882
526	0.4221961106
527	0.4221540973
528	0.4221197864
529	0.4220951517
530	0.4220276197
531	0.4220121309
532	0.4219590277
533	0.4219359835
534	0.4218835112
535	0.4218588112
536	0.4218280514
537	0.4218014257
538	0.4217647117
539	0.4217341921
540	0.4217103664
541	0.4216895038
542	0.4216468458
543	0.4216223709
544	0.4216014253
545	0.4215687576
546	0.4215204919
547	0.4214904023
548	0.421459252
549	0.4214386878
550	0.4214032725
551	0.4213772499
552	0.4213642856
553	0.4213421645
554	0.4213104715
555	0.4212531306
556	0.4212320652
557	0.4211874299
558	0.4211682382
559	0.4211455302
560	0.4211214084
561	0.4211065012
562	0.4210853968
563	0.4210587976
564	0.4210245569
565	0.4210045953
566	0.4209928306
567	0.420954841
568	0.4209384861
569	0.4208873975
570	0.42087108
571	0.4208519277
572	0.4208382688
573	0.4207913365
574	0.420766592
575	0.4207344358
576	0.4206829891
577	0.4206381799
578	0.4205798021
579	0.420559554
580	0.4205443715
581	0.4205235016
582	0.4204968331
583	0.4204619296
584	0.4204027039
585	0.4203626561
586	0.4203177915
587	0.4202966813
588	0.4202823212
589	0.4202411699
590	0.4201983662
591	0.4201395467
592	0.4201153592
593	0.4200800226
594	0.4200309219
595	0.420017354
596	0.4199969423
597	0.4199506303
598	0.4199140365
599	0.419886193
600	0.4198740747
601	0.4198631805
602	0.419811925
603	0.419801318
604	0.4197673325
605	0.4197493249
606	0.4197368609
607	0.4197228529
608	0.4196931358
609	0.4196628694
610	0.4196286007
611	0.4195753358
612	0.4195581948
613	0.4195411545
614	0.4195326431
615	0.419519155
616	0.4194912905
617	0.4194736134
618	0.4194530246
619	0.4194124813
620	0.4194026509
621	0.4193778832
622	0.4193699348
623	0.4193603049
624	0.4193345045
625	0.4192918207
626	0.4192582118
627	0.4192207313
628	0.4191903156
629	0.4191767937
630	0.4191346129
631	0.4191055928
632	0.4190724872
633	0.4190553515
634	0.4190338807
635	0.4190261462
636	0.4190086792
637	0.4189695182
638	0.4189477692
639	0.4189064425
640	0.4188871754
641	0.4188361949
642	0.418805002
643	0.4187792313
644	0.4187252197
645	0.4187129948
646	0.4187011598
647	0.4186769722
648	0.4186458585
649	0.4186357101
650	0.4186250824
651	0.4186087384
652	0.4185817352
653	0.4185468208
654	0.4185125612
655	0.418503395
656	0.4184759187
657	0.4184558589
658	0.4184329664
659	0.4184231961
660	0.4184073061
661	0.4183919721
662	0.418365803
663	0.4183310975
664	0.4182745791
665	0.4182529649
666	0.4182149111
667	0.4181622617
668	0.4181534266
669	0.4181220564
670	0.4181127526
671	0.4180902482
672	0.4180749482
673	0.4180410674
674	0.4180288933
675	0.4179986561
676	0.4179736515
677	0.4179582722
678	0.4179482392
679	0.4179297701
680	0.4179184505
681	0.417908095
682	0.4178806105
683	0.4178504619
684	0.4178391616
685	0.4178192585
686	0.417805561
687	0.4177692049
688	0.4177518598
689	0.4177354584
690	0.4177077594
691	0.4176993779
692	0.4176541821
693	0.4176458091
694	0.4176384171
695	0.4176306576
696	0.4176219889
697	0.4176049407
698	0.4175579439
699	0.4175411362
700	0.4175301015
701	0.4174757359
702	0.417454634
703	0.4174427861
704	0.417420746
705	0.4174011047
706	0.4173721509
707	0.4173495422
708	0.4173326758
709	0.4173224492
710	0.4173117709
711	0.4172913843
712	0.4172376554
713	0.4172164547
714	0.4171963262
715	0.4171873717
716	0.4171719309
717	0.4171260511
718	0.4170949186
719	0.4170724127
720	0.4170486804
721	0.4170280488
722	0.4170133893
723	0.416958244
724	0.4169479352
725	0.4169044411
726	0.4168851676
727	0.4168433308
728	0.4168189188
729	0.4168089676
730	0.4167706185
731	0.4167456591
732	0.4167230295
733	0.4166945498
734	0.4166736213
735	0.4166528574
736	0.4166351825
737	0.4166180936
738	0.4166058289
739	0.416597085
740	0.4165735052
741	0.416560121
742	0.4165519596
743	0.4165377598
744	0.4164979896
745	0.4164798904
746	0.4164603134
747	0.4164380747
748	0.4164270747
749	0.4164150831
750	0.4163916291
751	0.4163596268
752	0.4163504037
753	0.4163226885
754	0.4162986953
755	0.4162654871
756	0.4162440324
757	0.4162248917
758	0.4162060713
759	0.4161896717
760	0.4160887528
761	0.4160737732
762	0.4160522221
763	0.4160350323
764	0.4160123056
765	0.4159998399
766	0.415994504
767	0.4159833188
768	0.4159387609
769	0.4159187849
770	0.4158892093
771	0.4158724585
772	0.4158459307
773	0.4158064424
774	0.4157868759
775	0.4157658867
776	0.4157260992
777	0.4157190695
778	0.4156865186
779	0.4156675632
780	0.4156500676
781	0.4156433934
782	0.4156296298
783	0.4156036713
784	0.4155761108
785	0.4155619659
786	0.4155508983
787	0.4155307028
788	0.4155182731
789	0.4154727162
790	0.4154280243
791	0.4154040614
792	0.415393019
793	0.4153831113
794	0.4153605477
795	0.4153465327
796	0.4153352908
797	0.4153225687
798	0.4153016699
799	0.4152826191
800	0.4152609829
801	0.4152528605
802	0.4152331781
803	0.4152031345
804	0.415165777
805	0.4151563815
806	0.4151445346
807	0.4151189152
808	0.4150874094
809	0.4150671006
810	0.4150566868
811	0.4150369098
812	0.4150192972
813	0.4149992006
814	0.4149798076
815	0.4149447028
816	0.4149154021
817	0.4148744199
818	0.4148686276
819	0.4148426113
820	0.4148326878
821	0.4148097929
822	0.4147875978
823	0.414776468
824	0.414771828
825	0.4147629356
826	0.4147530165
827	0.4147430863
828	0.4147128861
829	0.4146877826
830	0.4146764754
831	0.4146345609
832	0.4146078937
833	0.4145912481
834	0.4145793897
835	0.4145572948
836	0.4145256204
837	0.4145058437
838	0.414498395
839	0.4144858633
840	0.4144773707
841	0.4144550233
842	0.4144338154
843	0.4144147573
844	0.4144045532
845	0.4143947477
846	0.414385184
847	0.4143798837
848	0.4143598974
849	0.4143461481
850	0.4143027728
851	0.4142791544
852	0.4142668277
853	0.4142528062
854	0.4142508818
855	0.4142285084
856	0.4142219776
857	0.4142182177
858	0.4142140982
859	0.414204766
860	0.4141840403
861	0.4141770479
862	0.4141679608
863	0.4141434985
864	0.4141205292
865	0.4141044217
866	0.4140868977
867	0.4140787077
868	0.4140744941
869	0.4140492689
870	0.4140324752
871	0.4140302497
872	0.4140249716
873	0.4140163111
874	0.4139811512
875	0.4139642124
876	0.4139392176
877	0.4139232846
878	0.4139134053
879	0.4138945448
880	0.4138851475
881	0.4138752559
882	0.4138539877
883	0.4138396491
884	0.4138251115
885	0.4138164603
886	0.4137954633
887	0.4137759015
888	0.4137490039
889	0.4137385429
890	0.413718501
891	0.4136999076
892	0.4136597872
893	0.4136525354
894	0.4136449141
895	0.4135655951
896	0.4135432928
897	0.4135215136
898	0.4134958276
899	0.4134772922
900	0.4134633989
901	0.4134266726
902	0.4133950447
903	0.4133595028
904	0.4133089468
905	0.4132814542
906	0.4132722374
907	0.4132633666
908	0.4132462173
909	0.4132229678
910	0.4132179012
911	0.4132044369
912	0.413184105
913	0.4131621463
914	0.4131338331
915	0.413099412
916	0.4130590974
917	0.4130454965
918	0.4130285057
919	0.4130138875
920	0.4129864918
921	0.4129678419
922	0.4129604578
923	0.4129455871
924	0.4129310512
925	0.4129155499
926	0.4128916525
927	0.4128825938
928	0.4128530471
929	0.4128492743
930	0.4128181151
931	0.4128020064
932	0.4127841342
933	0.4127591821
934	0.4127334049
935	0.4126802963
936	0.412637116
937	0.4125919944
938	0.4125794599
939	0.412575496
940	0.412558269
941	0.4125394061
942	0.4125151177
943	0.4124981501
944	0.4124800742
945	0.4124316879
946	0.4124247375
947	0.4124160559
948	0.41238716
949	0.4123646799
950	0.4123519998
951	0.412326539
952	0.4123176256
953	0.4122837687
954	0.41225445
955	0.4122349116
956	0.4122215346
957	0.4121957949
958	0.4121750652
959	0.4121394112
960	0.4121287774
961	0.4121206759
962	0.4121020551
963	0.4120999345
964	0.4120890744
965	0.412072913
966	0.4120554716
967	0.4120374611
968	0.4120314558
969	0.4120235251
970	0.4120020937
971	0.4119995504
972	0.4119906559
973	0.4119814772
974	0.4119664108
975	0.4119490015
976	0.4119393311
977	0.4119265645
978	0.4119215189
979	0.4119072657
980	0.4118953362
981	0.4118835464
982	0.4118717515
983	0.4118682699
984	0.4118470168
985	0.4118306753
986	0.4117876873
987	0.4117647291
988	0.4117417485
989	0.4117046014
990	0.4116800242
991	0.4116457978
992	0.4116276159
993	0.4116019765
994	0.4115791099
995	0.4115692445
996	0.4115375479
997	0.4115222931
998	0.4115133741
999	0.4115088821
